accelometer ODR: 3200 Hz
total # of rows: 3073
 Row #, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, 14, 15, 16
  0019, fe, ff, ff, ff, 02, 00, 00, 00, f9, ff, 00, 00, fa, ff, fc, ff
  001a, 06, 00, fd, ff, 00, 00, fc, ff, fe, ff, ff, ff, fe, ff, 03, 00
  001b, fa, ff, 01, 00, fe, ff, fc, ff, 01, 00, ff, ff, 00, 00, 03, 00
  001c, ff, ff, 02, 00, fb, ff, 00, 00, fe, ff, 01, 00, 04, 00, fd, ff
  001d, 05, 00, 00, 00, 01, 00, 01, 00, ff, ff, 04, 00, 01, 00, 00, 00
  001e, 00, 00, 01, 00, fd, ff, 04, 00, 01, 00, 01, 00, ff, ff, 01, 00
  001f, fe, ff, fc, ff, 01, 00, fd, ff, 03, 00, 01, 00, fd, ff, 02, 00
  0020, fe, ff, 04, 00, 02, 00, 01, 00, 01, 00, 02, 00, 05, 00, fd, ff
  0021, 00, 00, 06, 00, fd, ff, 03, 00, 04, 00, 01, 00, 01, 00, 00, 00
  0022, 01, 00, fe, ff, fc, ff, 00, 00, fd, ff, 04, 00, fe, ff, fd, ff
  0023, ff, ff, 03, 00, 02, 00, ff, ff, 02, 00, 01, 00, fb, ff, 05, 00
  0024, fd, ff, 01, 00, 03, 00, 00, 00, 03, 00, 01, 00, fe, ff, 03, 00
  0025, 02, 00, fe, ff, fe, ff, 01, 00, ff, ff, ff, ff, 03, 00, fe, ff
  0026, 00, 00, 01, 00, 00, 00, 05, 00, 00, 00, 02, 00, 04, 00, fa, ff
  0027, 00, 00, 01, 00, 00, 00, 00, 00, fc, ff, 01, 00, 01, 00, ff, ff
  0028, 03, 00, 02, 00, 01, 00, ff, ff, fb, ff, 04, 00, fb, ff, 01, 00
  0029, 01, 00, ff, ff, 02, 00, fe, ff, fd, ff, ff, ff, fe, ff, 02, 00
  002a, fb, ff, 00, 00, 00, 00, fe, ff, ff, ff, ff, ff, 02, 00, 01, 00
  002b, 04, 00, fd, ff, 00, 00, 00, 00, ff, ff, 03, 00, ff, ff, fb, ff
  002c, 05, 00, 03, 00, fc, ff, 05, 00, fc, ff, 00, 00, 03, 00, fe, ff
  002d, 03, 00, 01, 00, 00, 00, fc, ff, ff, ff, 01, 00, fe, ff, 05, 00
  002e, 00, 00, 00, 00, fe, ff, fd, ff, ff, ff, 01, 00, fd, ff, 01, 00
  002f, fd, ff, fe, ff, 00, 00, ff, ff, 05, 00, fe, ff, ff, ff, ff, ff
  0030, 00, 00, ff, ff, fd, ff, ff, ff, ff, ff, fd, ff, 02, 00, fd, ff
  0031, ff, ff, 03, 00, fc, ff, 02, 00, fe, ff, 03, 00, fd, ff, fd, ff
  0032, 03, 00, fb, ff, fb, ff, 05, 00, 01, 00, 01, 00, 01, 00, 04, 00
  0033, fd, ff, 03, 00, 00, 00, fd, ff, fd, ff, 00, 00, fc, ff, 01, 00
  0034, fc, ff, fd, ff, 01, 00, fb, ff, 00, 00, 00, 00, 02, 00, 00, 00
  0035, fd, ff, 00, 00, fe, ff, 00, 00, fd, ff, fd, ff, 01, 00, fe, ff
  0036, 01, 00, 01, 00, 00, 00, 03, 00, fc, ff, 00, 00, 02, 00, fb, ff
  0037, 01, 00, 03, 00, ff, ff, 02, 00, fd, ff, fc, ff, 01, 00, 01, 00
  0038, fe, ff, fd, ff, 01, 00, fb, ff, fd, ff, 03, 00, fa, ff, 03, 00
  0039, 01, 00, 06, 00, ff, ff, ff, ff, ff, ff, ff, ff, ff, ff, 91, 1f
  003a, 00, c0, 1b, 00, 00, fd, ff, 00, 00, fe, ff, 02, 00, 04, 00, fb
  003b, ff, 01, 00, fa, ff, fe, ff, 02, 00, fd, ff, 00, 00, f9, ff, 00
  003c, 00, 02, 00, fd, ff, 03, 00, fc, ff, 02, 00, 02, 00, 01, 00, 01
  003d, 00, ff, ff, 00, 00, fc, ff, fd, ff, 03, 00, 00, 00, ff, ff, fe
  003e, ff, fd, ff, 01, 00, ff, ff, fc, ff, 03, 00, 00, 00, fc, ff, 00
  003f, 00, 06, 00, ff, ff, fd, ff, fe, ff, 01, 00, fb, ff, 04, 00, 03
  0040, 00, 06, 00, 00, 00, ff, ff, ff, ff, ff, ff, ff, ff, fe, ff, 01
  0041, 00, fb, ff, 01, 00, 01, 00, 03, 00, fe, ff, fe, ff, 01, 00, fa
  0042, ff, fe, ff, 01, 00, 00, 00, fb, ff, 05, 00, 01, 00, fe, ff, ff
  0043, ff, 02, 00, ff, ff, fd, ff, 01, 00, 04, 00, fc, ff, 00, 00, ff
  0044, ff, 00, 00, 00, 00, ff, ff, 01, 00, fd, ff, 03, 00, fc, ff, 02
  0045, 00, 05, 00, 01, 00, 01, 00, 03, 00, fc, ff, 03, 00, 04, 00, fd
  0046, ff, 03, 00, 00, 00, fe, ff, 04, 00, 03, 00, 01, 00, 07, 00, 0a
  0047, 00, fe, ff, 05, 00, 01, 00, ff, ff, 02, 00, fd, ff, 00, 00, 04
  0048, 00, ff, ff, 03, 00, 01, 00, 04, 00, 00, 00, 01, 00, 07, 00, 01
  0049, 00, 03, 00, 00, 00, 01, 00, 00, 00, ff, ff, fc, ff, 03, 00, 04
  004a, 00, 04, 00, 00, 00, 06, 00, 02, 00, fd, ff, 01, 00, 00, 00, 04
  004b, 00, 01, 00, fd, ff, 04, 00, 03, 00, 04, 00, fe, ff, 00, 00, 00
  004c, 00, 00, 00, 04, 00, 00, 00, ff, ff, fd, ff, ff, ff, ff, ff, 08
  004d, 00, 01, 00, 06, 00, 03, 00, fe, ff, 02, 00, ff, ff, 02, 00, 01
  004e, 00, 04, 00, 03, 00, fe, ff, 01, 00, 00, 00, 01, 00, fd, ff, ff
  004f, ff, 01, 00, ff, ff, 01, 00, 00, 00, fc, ff, 04, 00, 04, 00, 05
  0050, 00, 04, 00, fc, ff, 04, 00, ff, ff, 00, 00, fe, ff, f9, ff, 05
  0051, 00, 03, 00, fb, ff, 00, 00, 01, 00, 02, 00, 01, 00, 06, 00, 00
  0052, 00, 03, 00, 02, 00, ff, ff, 01, 00, 04, 00, fc, ff, 02, 00, 00
  0053, 00, 00, 00, 02, 00, 00, 00, 03, 00, 01, 00, 06, 00, 01, 00, 03
  0054, 00, 01, 00, fc, ff, 02, 00, 05, 00, 02, 00, 04, 00, ff, ff, 03
  0055, 00, 00, 00, 01, 00, 02, 00, 04, 00, 01, 00, 04, 00, ff, ff, 06
  0056, 00, 00, 00, 05, 00, 03, 00, 04, 00, 06, 00, fe, ff, fe, ff, 03
  0057, 00, fe, ff, 04, 00, 04, 00, ff, ff, fe, ff, 02, 00, 05, 00, fd
  0058, ff, 00, 00, 06, 00, fc, ff, 03, 00, fd, ff, 06, 00, 01, 00, 00
  0059, 00, 06, 00, 02, 00, 05, 00, 02, 00, 06, 00, 03, 00, fd, ff, 00
  005a, 00, 04, 00, 02, 00, 02, 00, fe, ff, 03, 00, 01, 00, 00, 00, 02
  005b, 00, 00, 00, 05, 00, 00, 00, fa, ff, 04, 00, 01, 00, 00, 00, 01
  005c, 00, ff, ff, 02, 00, fc, ff, fc, ff, 00, 00, fe, ff, 03, 00, 01
  005d, 00, 03, 00, fd, ff, 00, 00, fe, ff, 01, 00, 00, 00, 01, 00, 01
  005e, 00, 01, 00, ff, ff, 01, 00, 00, 00, ff, ff, 08, 00, fc, ff, 00
  005f, 00, 00, 00, fb, ff, 01, 00, fe, ff, ff, ff, 00, 00, ff, ff, 03
  0060, 00, 00, 00, ff, ff, fe, ff, 00, 00, 02, 00, 01, 00, 06, 00, ff
  0061, ff, fc, ff, 06, 00, 00, 00, fc, ff, 00, 00, ff, ff, fd, ff, fd
  0062, ff, fe, ff, fe, ff, fc, ff, ff, ff, 02, 00, 00, 00, ff, ff, fd
  0063, ff, 01, 00, f9, ff, 00, 00, 00, 00, fc, ff, 00, 00, fd, ff, 03
  0064, 00, 00, 00, ff, ff, 04, 00, fc, ff, 01, 00, 00, 00, fc, ff, 04
  0065, 00, ff, ff, 04, 00, ff, ff, 00, 00, fe, ff, 00, 00, 03, 00, 02
  0066, 00, fe, ff, 05, 00, fc, ff, 00, 00, 00, 00, 00, 00, 01, 00, fa
  0067, ff, fe, ff, f9, ff, 00, 00, 03, 00, fc, ff, 03, 00, ff, ff, 00
  0068, 00, 02, 00, fd, ff, 05, 00, fc, ff, 00, 00, 03, 00, 00, 00, 01
  0069, 00, 05, 00, 01, 00, 05, 00, ff, ff, 01, 00, fd, ff, 01, 00, 00
  006a, 00, 00, 00, 06, 00, fe, ff, 00, 00, 01, 00, 00, 00, ff, ff, 04
  006b, 00, fe, ff, 03, 00, fd, ff, 01, 00, 02, 00, fc, ff, 06, 00, 00
  006c, 00, 03, 00, fe, ff, fc, ff, 00, 00, ff, ff, fe, ff, 01, 00, 02
  006d, 00, 03, 00, fe, ff, fe, ff, 01, 00, 00, 00, 04, 00, 00, 00, 01
  006e, 00, 01, 00, 01, 00, 01, 00, 01, 00, 00, 00, 04, 00, 01, 00, 00
  006f, 00, fc, ff, 01, 00, ff, ff, ff, ff, 06, 00, fe, ff, 00, 00, 01
  0070, 00, fd, ff, ff, ff, fb, ff, 05, 00, 03, 00, 00, 00, 01, 00, fe
  0071, ff, 01, 00, fe, ff, fc, ff, 04, 00, fc, ff, 91, 22, 00, c0, 1b
  0072, fc, ff, 00, 00, fc, ff, 00, 00, 00, 00, fe, ff, fe, ff, fc, ff
  0073, 01, 00, fa, ff, f6, ff, fb, ff, 02, 00, fb, ff, fb, ff, 02, 00
  0074, fd, ff, fe, ff, 02, 00, fd, ff, 04, 00, 06, 00, 03, 00, 09, 00
  0075, 01, 00, fe, ff, ff, ff, ff, ff, ff, ff, 01, 00, ff, ff, 05, 00
  0076, fc, ff, 00, 00, fe, ff, 02, 00, 01, 00, 02, 00, 01, 00, 05, 00
  0077, ff, ff, ff, ff, ff, ff, fe, ff, ff, ff, 00, 00, 01, 00, f9, ff
  0078, 04, 00, f9, ff, ff, ff, 01, 00, fb, ff, 03, 00, 02, 00, fb, ff
  0079, 02, 00, 01, 00, 04, 00, fe, ff, fd, ff, f9, ff, 02, 00, 01, 00
  007a, fe, ff, 02, 00, 01, 00, 02, 00, 02, 00, 01, 00, ff, ff, 02, 00
  007b, ff, ff, 00, 00, 03, 00, 04, 00, 04, 00, 02, 00, 06, 00, fd, ff
  007c, 03, 00, 03, 00, fb, ff, 05, 00, 00, 00, ff, ff, 02, 00, ff, ff
  007d, 02, 00, 03, 00, 07, 00, 04, 00, 03, 00, 04, 00, 01, 00, 02, 00
  007e, 08, 00, 03, 00, 08, 00, 05, 00, 03, 00, 04, 00, 06, 00, ff, ff
  007f, 03, 00, 04, 00, 02, 00, fe, ff, 02, 00, 03, 00, ff, ff, ff, ff
  0080, 06, 00, 01, 00, 00, 00, fe, ff, 02, 00, 00, 00, 03, 00, 06, 00
  0081, 06, 00, 03, 00, 05, 00, 03, 00, 02, 00, 03, 00, 04, 00, 01, 00
  0082, 05, 00, 00, 00, 01, 00, 00, 00, fd, ff, 05, 00, 02, 00, 05, 00
  0083, 01, 00, 03, 00, 04, 00, fd, ff, 01, 00, 02, 00, 04, 00, 03, 00
  0084, fc, ff, 00, 00, 00, 00, 02, 00, 01, 00, 06, 00, 03, 00, fe, ff
  0085, fd, ff, ff, ff, 01, 00, 01, 00, 02, 00, 02, 00, 02, 00, 00, 00
  0086, 00, 00, 01, 00, fe, ff, 04, 00, 06, 00, fe, ff, fc, ff, 03, 00
  0087, 04, 00, 06, 00, 00, 00, 00, 00, 02, 00, 04, 00, 00, 00, 00, 00
  0088, 02, 00, fb, ff, 0a, 00, 06, 00, 06, 00, fd, ff, fb, ff, 02, 00
  0089, 00, 00, fc, ff, 04, 00, ff, ff, 05, 00, fa, ff, 01, 00, 01, 00
  008a, fe, ff, 02, 00, 02, 00, ff, ff, 01, 00, fc, ff, fc, ff, 01, 00
  008b, fd, ff, fb, ff, ff, ff, 03, 00, 03, 00, fc, ff, 02, 00, fb, ff
  008c, 00, 00, 00, 00, ff, ff, fc, ff, fd, ff, 01, 00, ff, ff, 04, 00
  008d, 06, 00, fc, ff, 04, 00, fe, ff, fc, ff, 04, 00, 05, 00, fe, ff
  008e, 06, 00, 06, 00, fe, ff, 02, 00, 04, 00, fd, ff, 02, 00, 00, 00
  008f, 03, 00, 04, 00, 00, 00, 06, 00, 04, 00, 04, 00, 05, 00, 06, 00
  0090, 03, 00, 00, 00, 06, 00, 02, 00, fd, ff, ff, ff, 04, 00, fe, ff
  0091, 03, 00, fe, ff, 04, 00, 02, 00, 00, 00, 02, 00, 00, 00, 00, 00
  0092, 02, 00, 04, 00, 04, 00, fe, ff, 04, 00, 02, 00, 01, 00, 04, 00
  0093, fa, ff, 00, 00, fe, ff, fd, ff, 03, 00, 00, 00, 05, 00, 05, 00
  0094, ff, ff, 03, 00, fc, ff, 01, 00, 03, 00, 05, 00, 02, 00, fe, ff
  0095, ff, ff, 04, 00, 00, 00, 01, 00, 04, 00, 00, 00, ff, ff, fc, ff
  0096, 02, 00, 02, 00, ff, ff, 06, 00, ff, ff, 02, 00, 00, 00, 00, 00
  0097, 02, 00, ff, ff, 09, 00, 01, 00, 00, 00, 04, 00, 00, 00, 06, 00
  0098, ff, ff, 04, 00, 00, 00, fd, ff, 06, 00, 03, 00, fe, ff, ff, ff
  0099, ff, ff, 05, 00, 00, 00, ff, ff, 04, 00, fe, ff, 03, 00, ff, ff
  009a, 02, 00, 04, 00, fa, ff, 03, 00, 00, 00, fd, ff, 00, 00, fd, ff
  009b, 00, 00, fb, ff, 03, 00, 00, 00, fd, ff, 00, 00, ff, ff, 04, 00
  009c, 04, 00, 01, 00, fe, ff, fd, ff, 01, 00, ff, ff, fb, ff, 09, 00
  009d, 00, 00, fe, ff, ff, ff, ff, ff, 04, 00, fc, ff, ff, ff, 04, 00
  009e, fe, ff, 00, 00, fa, ff, 04, 00, fe, ff, ff, ff, ff, ff, fe, ff
  009f, 00, 00, 04, 00, 01, 00, ff, ff, fc, ff, 02, 00, fe, ff, 01, 00
  00a0, 01, 00, 00, 00, fd, ff, fe, ff, fc, ff, 04, 00, ff, ff, 00, 00
  00a1, 02, 00, fe, ff, 05, 00, 00, 00, fe, ff, 00, 00, 01, 00, 00, 00
  00a2, 00, 00, 01, 00, 00, 00, ff, ff, 04, 00, ff, ff, 04, 00, 01, 00
  00a3, fd, ff, 00, 00, fe, ff, fd, ff, 00, 00, 01, 00, 05, 00, fe, ff
  00a4, 03, 00, fc, ff, fe, ff, 02, 00, fc, ff, 00, 00, 02, 00, 00, 00
  00a5, fd, ff, 00, 00, fe, ff, 00, 00, 00, 00, fe, ff, fd, ff, fe, ff
  00a6, 02, 00, fd, ff, 03, 00, fe, ff, 02, 00, 01, 00, fe, ff, 00, 00
  00a7, 00, 00, fe, ff, 00, 00, 03, 00, fd, ff, fa, ff, 02, 00, 01, 00
  00a8, 00, 00, 00, 00, 01, 00, fe, ff, 02, 00, fe, ff, fe, ff, 00, 00
  00a9, 02, 00, 00, 00, ff, ff, 00, 00, 81, 25, 00, c0, 1b, fb, ff, 01
  00aa, 00, 02, 00, fb, ff, 02, 00, fe, ff, 02, 00, fc, ff, fd, ff, 01
  00ab, 00, 01, 00, 00, 00, 05, 00, fe, ff, 02, 00, 02, 00, 02, 00, 02
  00ac, 00, fd, ff, 02, 00, 04, 00, 00, 00, 02, 00, f9, ff, 00, 00, 00
  00ad, 00, fe, ff, ff, ff, 01, 00, fe, ff, f9, ff, fd, ff, 00, 00, fe
  00ae, ff, 05, 00, fc, ff, 00, 00, 03, 00, fe, ff, ff, ff, fc, ff, 01
  00af, 00, 03, 00, fc, ff, fe, ff, fb, ff, ff, ff, ff, ff, fc, ff, 04
  00b0, 00, fe, ff, 05, 00, 01, 00, fc, ff, 01, 00, ff, ff, fe, ff, 04
  00b1, 00, ff, ff, 00, 00, fa, ff, ff, ff, fa, ff, fc, ff, 03, 00, ff
  00b2, ff, fe, ff, 01, 00, fd, ff, 04, 00, fb, ff, ff, ff, ff, ff, fc
  00b3, ff, ff, ff, fc, ff, 01, 00, 00, 00, fa, ff, 06, 00, fc, ff, 03
  00b4, 00, fc, ff, 00, 00, 06, 00, fc, ff, 02, 00, ff, ff, fe, ff, 01
  00b5, 00, 06, 00, fe, ff, ff, ff, fe, ff, 00, 00, 04, 00, 02, 00, 02
  00b6, 00, ff, ff, 03, 00, fe, ff, 01, 00, 05, 00, 01, 00, 03, 00, fc
  00b7, ff, 04, 00, fe, ff, 00, 00, 01, 00, fc, ff, 03, 00, fe, ff, 02
  00b8, 00, 00, 00, ff, ff, 00, 00, 04, 00, 00, 00, 05, 00, 00, 00, fe
  00b9, ff, 04, 00, 00, 00, ff, ff, 04, 00, 04, 00, 00, 00, 06, 00, 00
  00ba, 00, 00, 00, 00, 00, 00, 00, ff, ff, 04, 00, fd, ff, 01, 00, 00
  00bb, 00, 00, 00, 02, 00, 04, 00, 03, 00, fa, ff, 00, 00, 02, 00, ff
  00bc, ff, 02, 00, 03, 00, 03, 00, 02, 00, fa, ff, 03, 00, 04, 00, fe
  00bd, ff, 04, 00, fd, ff, 03, 00, fe, ff, 00, 00, 02, 00, ff, ff, 00
  00be, 00, ff, ff, 01, 00, 03, 00, fe, ff, 00, 00, 02, 00, 04, 00, ff
  00bf, ff, 01, 00, ff, ff, 02, 00, 00, 00, 02, 00, ff, ff, 02, 00, fe
  00c0, ff, 00, 00, 04, 00, 02, 00, 02, 00, 03, 00, 00, 00, 04, 00, 00
  00c1, 00, 06, 00, 03, 00, 05, 00, 02, 00, fe, ff, ff, ff, 04, 00, fe
  00c2, ff, 02, 00, 02, 00, fe, ff, 03, 00, fe, ff, 04, 00, fe, ff, ff
  00c3, ff, 02, 00, 05, 00, ff, ff, fd, ff, 03, 00, 03, 00, ff, ff, 02
  00c4, 00, fc, ff, ff, ff, 02, 00, ff, ff, 05, 00, fc, ff, fb, ff, 01
  00c5, 00, 02, 00, 03, 00, fc, ff, 03, 00, fe, ff, 01, 00, 02, 00, fe
  00c6, ff, 00, 00, fc, ff, fe, ff, 05, 00, ff, ff, 06, 00, 01, 00, 04
  00c7, 00, 07, 00, fe, ff, 08, 00, 00, 00, 00, 00, 08, 00, 05, 00, fe
  00c8, ff, 06, 00, 00, 00, 05, 00, 03, 00, 06, 00, 04, 00, 00, 00, 08
  00c9, 00, fd, ff, 04, 00, 00, 00, fe, ff, 06, 00, fe, ff, 06, 00, 00
  00ca, 00, 00, 00, 03, 00, 07, 00, 00, 00, 02, 00, fc, ff, 00, 00, 05
  00cb, 00, 00, 00, 00, 00, 03, 00, 00, 00, 00, 00, 00, 00, 03, 00, fe
  00cc, ff, ff, ff, 02, 00, 05, 00, 01, 00, 00, 00, fe, ff, 02, 00, 00
  00cd, 00, 03, 00, fe, ff, 02, 00, ff, ff, 00, 00, 04, 00, fc, ff, 03
  00ce, 00, ff, ff, 00, 00, 06, 00, 03, 00, 03, 00, fc, ff, fe, ff, 04
  00cf, 00, ff, ff, 00, 00, fb, ff, 00, 00, 02, 00, ff, ff, 04, 00, fe
  00d0, ff, fe, ff, 02, 00, fb, ff, fe, ff, 00, 00, ff, ff, 04, 00, 02
  00d1, 00, 04, 00, fd, ff, fe, ff, ff, ff, fe, ff, 02, 00, 02, 00, 02
  00d2, 00, 00, 00, fe, ff, fd, ff, 03, 00, 02, 00, 03, 00, 03, 00, 03
  00d3, 00, f9, ff, 00, 00, 02, 00, f8, ff, 03, 00, 01, 00, fc, ff, 00
  00d4, 00, fc, ff, 04, 00, fd, ff, 00, 00, fd, ff, 00, 00, 02, 00, fe
  00d5, ff, 02, 00, ff, ff, fe, ff, ff, ff, 01, 00, 03, 00, 00, 00, 01
  00d6, 00, 00, 00, fd, ff, 00, 00, fe, ff, fd, ff, 02, 00, fe, ff, 03
  00d7, 00, 01, 00, fe, ff, 03, 00, ff, ff, 02, 00, 00, 00, fe, ff, fc
  00d8, ff, 02, 00, 02, 00, fd, ff, 04, 00, fe, ff, fd, ff, 02, 00, fe
  00d9, ff, fd, ff, 02, 00, fd, ff, 05, 00, ff, ff, 01, 00, 02, 00, 01
  00da, 00, 02, 00, 00, 00, fc, ff, 02, 00, fc, ff, 03, 00, ff, ff, fc
  00db, ff, 06, 00, fd, ff, 02, 00, 01, 00, fc, ff, 07, 00, 00, 00, fb
  00dc, ff, 01, 00, fc, ff, 02, 00, fb, ff, fb, ff, 01, 00, fb, ff, 01
  00dd, 00, ff, ff, fe, ff, 00, 00, fc, ff, ff, ff, ff, ff, 03, 00, 02
  00de, 00, fe, ff, 03, 00, fe, ff, fd, ff, ff, ff, 04, 00, 00, 00, 02
  00df, 00, 03, 00, ff, ff, fe, ff, 00, 00, fe, ff, 00, 00, fa, ff, 02
  00e0, 00, 00, 00, 00, 00, fe, ff, 00, 00, 03, 00, 02, 00, fc, ff, 02
  00e1, 00, 05, 00, 00, 00, 81, 28, 00, c0, 1b, 03, 00, fc, ff, 00, 00
  00e2, fe, ff, 00, 00, 05, 00, fd, ff, 03, 00, f7, ff, fd, ff, 04, 00
  00e3, 02, 00, 03, 00, 03, 00, fd, ff, 03, 00, fa, ff, 01, 00, fe, ff
  00e4, ff, ff, 00, 00, 00, 00, fe, ff, 00, 00, ff, ff, 02, 00, ff, ff
  00e5, 04, 00, ff, ff, 00, 00, ff, ff, 00, 00, 01, 00, 00, 00, fc, ff
  00e6, 01, 00, 00, 00, fd, ff, 01, 00, ff, ff, 02, 00, fe, ff, 06, 00
  00e7, 03, 00, fb, ff, fe, ff, fd, ff, 00, 00, 02, 00, 02, 00, fe, ff
  00e8, fc, ff, fe, ff, 00, 00, f9, ff, 04, 00, fd, ff, 01, 00, 00, 00
  00e9, 04, 00, 02, 00, ff, ff, 02, 00, ff, ff, fe, ff, 04, 00, ff, ff
  00ea, 00, 00, 02, 00, fa, ff, 05, 00, 01, 00, 06, 00, 01, 00, fe, ff
  00eb, fe, ff, 01, 00, 00, 00, fe, ff, fc, ff, 01, 00, fb, ff, fd, ff
  00ec, 01, 00, 03, 00, 02, 00, 00, 00, 02, 00, fd, ff, ff, ff, 04, 00
  00ed, 01, 00, 05, 00, 03, 00, 00, 00, 02, 00, ff, ff, 00, 00, ff, ff
  00ee, fd, ff, 08, 00, 00, 00, fe, ff, 03, 00, fe, ff, 04, 00, fc, ff
  00ef, 06, 00, 05, 00, ff, ff, 03, 00, ff, ff, 01, 00, 02, 00, fe, ff
  00f0, 05, 00, fe, ff, 00, 00, ff, ff, 02, 00, 04, 00, fa, ff, 04, 00
  00f1, 04, 00, 00, 00, 05, 00, ff, ff, 02, 00, 00, 00, 01, 00, 02, 00
  00f2, fe, ff, 03, 00, fe, ff, 03, 00, 02, 00, 02, 00, ff, ff, 05, 00
  00f3, 02, 00, ff, ff, 04, 00, 00, 00, ff, ff, fe, ff, 00, 00, ff, ff
  00f4, 06, 00, 01, 00, fe, ff, 02, 00, ff, ff, 01, 00, 04, 00, 02, 00
  00f5, 02, 00, fc, ff, fe, ff, 00, 00, fd, ff, 00, 00, 04, 00, 05, 00
  00f6, 00, 00, fe, ff, 06, 00, 01, 00, fe, ff, ff, ff, 02, 00, 02, 00
  00f7, 00, 00, 03, 00, 01, 00, fe, ff, 07, 00, 00, 00, ff, ff, 06, 00
  00f8, ff, ff, 00, 00, fe, ff, 01, 00, 03, 00, 02, 00, 04, 00, 00, 00
  00f9, 01, 00, fc, ff, fc, ff, 03, 00, 04, 00, 05, 00, fe, ff, 02, 00
  00fa, 08, 00, 02, 00, 04, 00, ff, ff, 01, 00, 04, 00, fd, ff, 00, 00
  00fb, 01, 00, 03, 00, 02, 00, ff, ff, fe, ff, fe, ff, 02, 00, 02, 00
  00fc, fe, ff, 00, 00, fe, ff, fe, ff, 01, 00, fe, ff, 02, 00, 02, 00
  00fd, 01, 00, 01, 00, 03, 00, 00, 00, 02, 00, ff, ff, 02, 00, ff, ff
  00fe, 05, 00, 04, 00, fd, ff, 04, 00, ff, ff, 01, 00, fe, ff, fd, ff
  00ff, 04, 00, 01, 00, 02, 00, fc, ff, fe, ff, 06, 00, fb, ff, 02, 00
  0100, 08, 00, 00, 00, 02, 00, 00, 00, 05, 00, 06, 00, 00, 00, 02, 00
  0101, 04, 00, 06, 00, 00, 00, 00, 00, 03, 00, 00, 00, 02, 00, 07, 00
  0102, fe, ff, 05, 00, 00, 00, 05, 00, 02, 00, fd, ff, 03, 00, 02, 00
  0103, 06, 00, 02, 00, 04, 00, 05, 00, fd, ff, 05, 00, ff, ff, 04, 00
  0104, 04, 00, fc, ff, 02, 00, 01, 00, 00, 00, 05, 00, 02, 00, 03, 00
  0105, 00, 00, 00, 00, 06, 00, 01, 00, fc, ff, 01, 00, ff, ff, fe, ff
  0106, 02, 00, fe, ff, ff, ff, fe, ff, 04, 00, 00, 00, ff, ff, 00, 00
  0107, 03, 00, 07, 00, 00, 00, 03, 00, 03, 00, fd, ff, ff, ff, fe, ff
