accelometer ODR: 3200 Hz
total # of rows: 3017
 Row #, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, 14, 15, 16
  007c, fb, ff, ff, ff, 00, 00, 02, 00, fb, ff, 01, 00, 01, 00, fc, ff
  007d, 04, 00, 02, 00, 03, 00, fd, ff, 01, 00, 04, 00, 01, 00, 04, 00
  007e, 00, 00, fd, ff, 02, 00, ff, ff, fe, ff, ff, ff, ff, ff, ff, ff
  007f, 01, 00, fd, ff, 00, 00, ff, ff, 03, 00, fc, ff, 01, 00, 03, 00
  0080, 04, 00, 00, 00, 04, 00, ff, ff, 00, 00, 04, 00, 07, 00, fc, ff
  0081, 06, 00, 05, 00, 00, 00, 06, 00, ff, ff, 02, 00, 02, 00, 02, 00
  0082, 05, 00, fe, ff, 00, 00, 02, 00, 00, 00, 03, 00, ff, ff, 04, 00
  0083, 00, 00, fe, ff, 02, 00, fb, ff, 02, 00, 05, 00, 01, 00, 00, 00
  0084, fe, ff, fe, ff, 00, 00, ff, ff, 01, 00, 05, 00, 05, 00, fe, ff
  0085, fe, ff, 02, 00, 02, 00, 03, 00, 09, 00, fe, ff, 02, 00, fd, ff
  0086, 03, 00, fc, ff, 00, 00, ff, ff, 02, 00, 04, 00, fe, ff, 01, 00
  0087, 06, 00, ff, ff, 04, 00, 00, 00, 00, 00, 04, 00, 02, 00, fd, ff
  0088, 06, 00, 00, 00, 05, 00, 05, 00, 02, 00, 03, 00, fd, ff, 03, 00
  0089, 04, 00, fc, ff, 02, 00, 00, 00, 00, 00, ff, ff, ff, ff, 01, 00
  008a, fd, ff, 03, 00, 01, 00, fe, ff, fb, ff, 01, 00, 02, 00, 00, 00
  008b, 02, 00, 02, 00, fc, ff, 00, 00, fd, ff, 03, 00, 04, 00, fd, ff
  008c, 02, 00, ff, ff, fe, ff, 02, 00, fe, ff, fe, ff, ff, ff, 03, 00
  008d, 04, 00, fc, ff, 03, 00, 03, 00, 01, 00, 06, 00, 00, 00, 05, 00
  008e, 02, 00, 06, 00, ff, ff, 01, 00, 03, 00, 04, 00, ff, ff, ff, ff
  008f, 01, 00, 02, 00, 03, 00, ff, ff, 04, 00, 00, 00, 03, 00, 02, 00
  0090, 07, 00, fe, ff, ff, ff, 02, 00, fd, ff, fe, ff, 05, 00, 01, 00
  0091, 04, 00, fe, ff, 02, 00, 05, 00, fe, ff, 01, 00, fd, ff, 02, 00
  0092, 04, 00, ff, ff, 04, 00, fe, ff, 00, 00, 03, 00, 03, 00, 05, 00
  0093, 00, 00, fe, ff, 00, 00, ff, ff, 07, 00, fe, ff, 06, 00, fd, ff
  0094, 03, 00, 00, 00, fc, ff, fc, ff, 02, 00, 00, 00, 01, 00, fc, ff
  0095, 02, 00, 03, 00, fb, ff, 04, 00, fb, ff, 05, 00, 00, 00, fe, ff
  0096, 09, 00, f9, ff, 00, 00, 01, 00, 00, 00, 03, 00, fe, ff, 00, 00
  0097, 01, 00, 03, 00, 01, 00, 00, 00, 05, 00, 01, 00, ff, ff, 04, 00
  0098, fb, ff, 01, 00, fe, ff, fd, ff, 02, 00, fe, ff, 03, 00, 00, 00
  0099, fe, ff, 04, 00, fa, ff, 02, 00, 00, 00, ff, ff, 0b, 00, 01, 00
  009a, 00, 00, 02, 00, 01, 00, 03, 00, 02, 00, ff, ff, 00, 00, fd, ff
  009b, 02, 00, 04, 00, 09, 00, fe, ff, fe, ff, ff, ff, ff, ff, 04, 00
  009c, ff, ff, 02, 00, 01, 00, fd, ff, 04, 00, 04, 00, ff, ff, 01, 00
  009d, 00, 00, 05, 00, 01, 00, 02, 00, 01, 00, ff, ff, 02, 00, fc, ff
  009e, 01, 00, 04, 00, fd, ff, fd, ff, ff, ff, fb, ff, ff, ff, ff, ff
  009f, 02, 00, fe, ff, 02, 00, 02, 00, 05, 00, 00, 00, fe, ff, fe, ff
  00a0, ff, ff, fe, ff, 01, 00, 03, 00, fd, ff, 02, 00, fd, ff, 03, 00
  00a1, 02, 00, fd, ff, 07, 00, 02, 00, 00, 00, 03, 00, ff, ff, fe, ff
  00a2, fc, ff, 02, 00, 03, 00, fd, ff, 07, 00, 02, 00, 05, 00, 03, 00
  00a3, 00, 00, 04, 00, fe, ff, 02, 00, fd, ff, fd, ff, fe, ff, f7, ff
  00a4, 02, 00, 00, 00, ff, ff, 06, 00, fe, ff, ff, ff, 02, 00, 03, 00
  00a5, 06, 00, 00, 00, ff, ff, 08, 00, 01, 00, 01, 00, fe, ff, 01, 00
  00a6, 02, 00, ff, ff, 02, 00, 00, 00, fe, ff, 03, 00, 00, 00, fe, ff
  00a7, 02, 00, ff, ff, fd, ff, fc, ff, 00, 00, ff, ff, fe, ff, ff, ff
  00a8, fa, ff, 05, 00, 00, 00, ff, ff, fd, ff, ff, ff, fa, ff, fe, ff
  00a9, fb, ff, 02, 00, ff, ff, 01, 00, 81, 25, 00, c0, 1b, fd, ff, 02
  00aa, 00, fe, ff, 01, 00, fe, ff, 00, 00, 01, 00, 00, 00, f9, ff, 00
  00ab, 00, f9, ff, 02, 00, 03, 00, 02, 00, 00, 00, fd, ff, 00, 00, 02
  00ac, 00, fd, ff, 03, 00, 02, 00, 09, 00, 04, 00, fd, ff, ff, ff, fa
  00ad, ff, 04, 00, 03, 00, 02, 00, 01, 00, fe, ff, fe, ff, fb, ff, 01
  00ae, 00, 03, 00, fc, ff, 03, 00, ff, ff, 02, 00, 02, 00, 01, 00, fd
  00af, ff, fc, ff, fd, ff, 03, 00, fd, ff, fc, ff, 03, 00, fe, ff, fe
  00b0, ff, ff, ff, 01, 00, fb, ff, ff, ff, fb, ff, 01, 00, 00, 00, 02
  00b1, 00, 00, 00, 01, 00, ff, ff, 01, 00, fe, ff, fd, ff, 03, 00, fc
  00b2, ff, 02, 00, fc, ff, fe, ff, 01, 00, fa, ff, fd, ff, 03, 00, fd
  00b3, ff, 03, 00, fb, ff, fd, ff, 00, 00, 01, 00, 00, 00, 03, 00, 01
  00b4, 00, 02, 00, 01, 00, 02, 00, fd, ff, 00, 00, fe, ff, 02, 00, 04
  00b5, 00, 01, 00, fd, ff, ff, ff, fd, ff, 02, 00, 03, 00, 03, 00, 01
  00b6, 00, ff, ff, 02, 00, fc, ff, 03, 00, 02, 00, ff, ff, 04, 00, fd
  00b7, ff, 03, 00, 02, 00, fe, ff, 02, 00, 02, 00, 02, 00, 03, 00, 04
  00b8, 00, ff, ff, 03, 00, 02, 00, ff, ff, 00, 00, 04, 00, fc, ff, ff
  00b9, ff, fe, ff, fb, ff, 04, 00, 04, 00, 02, 00, fd, ff, fe, ff, 03
  00ba, 00, 01, 00, 04, 00, 05, 00, 03, 00, 00, 00, 03, 00, 01, 00, 03
  00bb, 00, ff, ff, 03, 00, 00, 00, 02, 00, 01, 00, fe, ff, 03, 00, 03
  00bc, 00, fe, ff, 03, 00, 00, 00, 06, 00, f9, ff, ff, ff, ff, ff, fa
  00bd, ff, 04, 00, fd, ff, 02, 00, 01, 00, 00, 00, fb, ff, fd, ff, ff
  00be, ff, 01, 00, fd, ff, fe, ff, 03, 00, 02, 00, 01, 00, fe, ff, 02
  00bf, 00, 01, 00, 03, 00, 03, 00, fe, ff, 03, 00, 03, 00, 00, 00, 09
  00c0, 00, fd, ff, 06, 00, 02, 00, fe, ff, 04, 00, 02, 00, 03, 00, fc
  00c1, ff, 09, 00, fc, ff, 02, 00, 02, 00, fe, ff, 04, 00, 02, 00, ff
  00c2, ff, 01, 00, 01, 00, ff, ff, fe, ff, fe, ff, 01, 00, fe, ff, 08
  00c3, 00, fe, ff, 00, 00, fc, ff, fd, ff, 04, 00, 04, 00, ff, ff, 05
  00c4, 00, 01, 00, fc, ff, 04, 00, ff, ff, fd, ff, 00, 00, 01, 00, 00
  00c5, 00, 01, 00, 02, 00, fd, ff, 02, 00, fc, ff, fb, ff, 05, 00, fc
  00c6, ff, 01, 00, fe, ff, ff, ff, fe, ff, 02, 00, 01, 00, 00, 00, 03
  00c7, 00, 03, 00, fb, ff, 02, 00, 03, 00, 01, 00, 08, 00, 03, 00, fd
  00c8, ff, 02, 00, fe, ff, 07, 00, 03, 00, 03, 00, f9, ff, 04, 00, 06
  00c9, 00, fb, ff, 06, 00, 04, 00, ff, ff, 02, 00, ff, ff, 00, 00, 02
  00ca, 00, 02, 00, 04, 00, 02, 00, 01, 00, 03, 00, 02, 00, 05, 00, ff
  00cb, ff, 03, 00, ff, ff, 03, 00, 02, 00, fe, ff, 03, 00, 01, 00, ff
  00cc, ff, 03, 00, 02, 00, 02, 00, 01, 00, 02, 00, 03, 00, fd, ff, 03
  00cd, 00, ff, ff, 03, 00, 02, 00, ff, ff, ff, ff, 01, 00, 01, 00, 06
  00ce, 00, 01, 00, 05, 00, 03, 00, 00, 00, fe, ff, fe, ff, 00, 00, 01
  00cf, 00, fb, ff, 08, 00, fc, ff, 02, 00, ff, ff, ff, ff, 05, 00, ff
  00d0, ff, 03, 00, 01, 00, fa, ff, 01, 00, ff, ff, 01, 00, 03, 00, fe
  00d1, ff, 01, 00, 01, 00, 00, 00, fe, ff, ff, ff, 03, 00, fe, ff, 02
  00d2, 00, 01, 00, fd, ff, fd, ff, 00, 00, 02, 00, fd, ff, fd, ff, fd
  00d3, ff, f9, ff, ff, ff, 01, 00, fc, ff, 08, 00, fc, ff, 02, 00, 01
  00d4, 00, 00, 00, ff, ff, 00, 00, fd, ff, 02, 00, 01, 00, 06, 00, fd
  00d5, ff, 00, 00, 01, 00, ff, ff, 02, 00, fd, ff, fe, ff, 00, 00, ff
  00d6, ff, 01, 00, 02, 00, 00, 00, fd, ff, 00, 00, fe, ff, fe, ff, 03
  00d7, 00, 03, 00, fd, ff, 03, 00, 00, 00, ff, ff, 00, 00, 01, 00, f9
  00d8, ff, fa, ff, 03, 00, fb, ff, 01, 00, 00, 00, f9, ff, 01, 00, 01
  00d9, 00, fc, ff, 03, 00, 00, 00, 02, 00, ff, ff, fe, ff, 04, 00, fe
  00da, ff, 03, 00, fb, ff, 03, 00, 01, 00, f9, ff, fd, ff, fe, ff, f8
  00db, ff, 06, 00, ff, ff, 03, 00, 01, 00, 01, 00, 01, 00, fd, ff, 02
  00dc, 00, 02, 00, 00, 00, 03, 00, fc, ff, 00, 00, fe, ff, fe, ff, 01
  00dd, 00, fe, ff, fe, ff, fc, ff, fd, ff, 03, 00, fe, ff, 00, 00, fc
  00de, ff, fb, ff, fe, ff, 02, 00, 03, 00, fe, ff, fe, ff, ff, ff, ff
  00df, ff, ff, ff, ff, ff, 02, 00, ff, ff, fe, ff, ff, ff, fe, ff, 03
  00e0, 00, 03, 00, fb, ff, 03, 00, 00, 00, ff, ff, 05, 00, 00, 00, ff
  00e1, ff, 01, 00, 00, 00, 81, 28, 00, c0, 1b, 03, 00, ff, ff, ff, ff
  00e2, fa, ff, 01, 00, 01, 00, 00, 00, 02, 00, fd, ff, fc, ff, 03, 00
  00e3, 02, 00, fd, ff, 01, 00, ff, ff, fe, ff, fb, ff, 02, 00, ff, ff
  00e4, ff, ff, 07, 00, ff, ff, ff, ff, 00, 00, fc, ff, 00, 00, ff, ff
  00e5, ff, ff, 02, 00, 00, 00, ff, ff, fd, ff, 00, 00, 06, 00, fd, ff
  00e6, 03, 00, fd, ff, ff, ff, ff, ff, fc, ff, 07, 00, ff, ff, 03, 00
  00e7, ff, ff, fd, ff, 02, 00, ff, ff, 00, 00, fb, ff, 03, 00, fe, ff
  00e8, fa, ff, 00, 00, 02, 00, fd, ff, 04, 00, fc, ff, fe, ff, 00, 00
  00e9, 02, 00, ff, ff, 00, 00, 00, 00, 02, 00, 01, 00, 04, 00, fb, ff
  00ea, ff, ff, 03, 00, fe, ff, ff, ff, fd, ff, 05, 00, 00, 00, fe, ff
  00eb, 01, 00, fc, ff, 03, 00, 02, 00, 05, 00, 05, 00, fa, ff, 03, 00
  00ec, 02, 00, 00, 00, 01, 00, 00, 00, 01, 00, fe, ff, 00, 00, fd, ff
  00ed, 02, 00, 00, 00, ff, ff, 01, 00, 02, 00, 01, 00, fc, ff, ff, ff
  00ee, fc, ff, 04, 00, 01, 00, 08, 00, 01, 00, 02, 00, 01, 00, fd, ff
  00ef, 02, 00, ff, ff, fc, ff, 01, 00, ff, ff, 01, 00, 08, 00, fd, ff
  00f0, 02, 00, fc, ff, 06, 00, fd, ff, fe, ff, 02, 00, fd, ff, 03, 00
  00f1, fe, ff, 02, 00, 04, 00, fd, ff, ff, ff, 00, 00, fd, ff, 01, 00
  00f2, 02, 00, ff, ff, fe, ff, ff, ff, 05, 00, ff, ff, ff, ff, 03, 00
  00f3, 01, 00, 00, 00, 02, 00, fe, ff, fd, ff, 02, 00, 01, 00, 00, 00
  00f4, fe, ff, fe, ff, 03, 00, fc, ff, 00, 00, ff, ff, 04, 00, 00, 00
  00f5, 05, 00, fd, ff, ff, ff, 01, 00, fd, ff, 02, 00, fe, ff, 01, 00
  00f6, 01, 00, ff, ff, 03, 00, fe, ff, 01, 00, fe, ff, 03, 00, 04, 00
  00f7, 03, 00, ff, ff, 04, 00, fe, ff, 01, 00, 00, 00, 04, 00, fd, ff
  00f8, fe, ff, 04, 00, 00, 00, 03, 00, 05, 00, 00, 00, fd, ff, f8, ff
  00f9, 05, 00, fd, ff, fb, ff, 00, 00, 01, 00, 02, 00, fd, ff, 01, 00
  00fa, ff, ff, fb, ff, 07, 00, 01, 00, 01, 00, 05, 00, fd, ff, 00, 00
  00fb, 00, 00, 02, 00, 02, 00, 06, 00, 00, 00, fd, ff, fe, ff, 05, 00
  00fc, ff, ff, 01, 00, 04, 00, fd, ff, 01, 00, fa, ff, fc, ff, fd, ff
  00fd, fc, ff, ff, ff, 02, 00, 01, 00, 01, 00, ff, ff, 03, 00, fc, ff
  00fe, 05, 00, 01, 00, fd, ff, ff, ff, fb, ff, 01, 00, fe, ff, fd, ff
  00ff, 02, 00, fd, ff, fd, ff, fd, ff, 03, 00, 05, 00, fc, ff, 01, 00
  0100, 04, 00, ff, ff, 04, 00, 02, 00, 01, 00, 06, 00, fe, ff, 00, 00
  0101, 04, 00, 03, 00, 04, 00, 04, 00, fb, ff, 02, 00, ff, ff, ff, ff
  0102, 01, 00, 03, 00, fc, ff, 03, 00, 02, 00, 03, 00, 06, 00, 01, 00
  0103, fe, ff, 03, 00, fd, ff, ff, ff, 02, 00, 00, 00, 08, 00, fb, ff
  0104, 05, 00, fc, ff, 02, 00, fe, ff, 01, 00, 07, 00, 00, 00, fe, ff
  0105, 05, 00, fe, ff, 03, 00, ff, ff, ff, ff, 07, 00, ff, ff, 02, 00
  0106, fe, ff, 03, 00, 01, 00, fe, ff, 03, 00, 00, 00, 07, 00, ff, ff
  0107, 00, 00, 03, 00, 00, 00, 02, 00, 04, 00, 01, 00, fe, ff, fe, ff
