accelometer ODR: 3200 Hz
total # of rows: 3129
 Row #, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, 14, 15, 16
  005e, ff, fd, ff, 03, 00, 03, 00, 01, 00, ff, ff, 04, 00, fb, ff, 02
  005f, 00, 00, 00, fe, ff, 02, 00, 01, 00, 00, 00, fd, ff, fc, ff, 03
  0060, 00, fe, ff, 02, 00, 00, 00, f9, ff, 03, 00, fb, ff, 00, 00, 01
  0061, 00, fd, ff, 02, 00, fd, ff, 01, 00, ff, ff, fd, ff, fe, ff, ff
  0062, ff, ff, ff, 00, 00, f8, ff, 05, 00, fe, ff, 03, 00, fc, ff, ff
  0063, ff, 00, 00, ff, ff, fe, ff, ff, ff, fd, ff, 04, 00, fa, ff, 01
  0064, 00, fd, ff, fa, ff, 03, 00, fe, ff, 00, 00, 02, 00, 00, 00, 02
  0065, 00, fc, ff, fd, ff, ff, ff, 02, 00, fd, ff, fe, ff, 02, 00, 02
  0066, 00, 00, 00, 01, 00, fc, ff, 00, 00, fe, ff, ff, ff, 00, 00, ff
  0067, ff, 00, 00, 00, 00, ff, ff, ff, ff, ff, ff, fa, ff, ff, ff, fd
  0068, ff, 09, 00, f9, ff, fe, ff, 00, 00, 03, 00, fe, ff, fd, ff, 03
  0069, 00, ff, ff, fc, ff, 02, 00, fe, ff, 01, 00, 00, 00, fb, ff, 05
  006a, 00, fe, ff, 04, 00, fe, ff, fc, ff, ff, ff, fd, ff, 01, 00, 03
  006b, 00, 01, 00, 00, 00, fa, ff, 01, 00, fd, ff, 00, 00, fe, ff, 00
  006c, 00, 03, 00, 01, 00, fe, ff, ff, ff, ff, ff, fd, ff, 04, 00, fe
  006d, ff, 02, 00, fa, ff, 02, 00, 00, 00, ff, ff, 03, 00, 00, 00, 03
  006e, 00, 03, 00, fd, ff, fe, ff, 00, 00, ff, ff, 03, 00, 00, 00, 01
  006f, 00, fa, ff, 05, 00, 01, 00, fd, ff, 01, 00, ff, ff, ff, ff, 00
  0070, 00, fc, ff, 04, 00, fa, ff, 01, 00, ff, ff, 04, 00, 02, 00, fc
  0071, ff, 02, 00, 00, 00, fe, ff, 04, 00, fe, ff, 81, 22, 00, c0, 1b
  0072, fe, ff, 01, 00, 01, 00, ff, ff, fc, ff, 00, 00, ff, ff, fc, ff
  0073, fb, ff, fd, ff, fb, ff, f8, ff, fd, ff, 06, 00, fe, ff, 05, 00
  0074, 01, 00, fb, ff, fd, ff, f9, ff, ff, ff, 00, 00, 01, 00, 01, 00
  0075, 00, 00, fd, ff, fe, ff, 03, 00, 01, 00, 00, 00, 03, 00, fc, ff
  0076, fd, ff, ff, ff, 00, 00, 04, 00, 02, 00, 01, 00, fe, ff, fe, ff
  0077, ff, ff, 02, 00, 02, 00, fe, ff, fd, ff, 05, 00, 03, 00, fe, ff
  0078, ff, ff, fe, ff, ff, ff, 01, 00, f9, ff, ff, ff, fb, ff, 04, 00
  0079, fe, ff, ff, ff, 01, 00, 01, 00, ff, ff, ff, ff, 01, 00, fe, ff
  007a, 00, 00, 02, 00, 00, 00, ff, ff, 01, 00, fe, ff, 01, 00, 00, 00
  007b, 04, 00, 03, 00, 01, 00, 05, 00, 00, 00, 02, 00, ff, ff, fe, ff
  007c, fa, ff, 02, 00, ff, ff, 00, 00, 02, 00, ff, ff, ff, ff, ff, ff
  007d, 00, 00, fe, ff, 01, 00, 01, 00, ff, ff, fe, ff, ff, ff, fc, ff
  007e, fd, ff, 02, 00, 00, 00, 05, 00, 01, 00, 00, 00, 05, 00, 02, 00
  007f, ff, ff, 05, 00, fd, ff, 00, 00, 05, 00, fe, ff, 01, 00, fe, ff
  0080, ff, ff, 04, 00, 00, 00, ff, ff, 06, 00, 00, 00, 05, 00, fe, ff
  0081, 04, 00, 00, 00, 00, 00, ff, ff, fe, ff, 00, 00, 00, 00, 01, 00
  0082, 00, 00, 04, 00, 00, 00, 02, 00, fe, ff, 00, 00, 01, 00, 03, 00
  0083, 01, 00, fd, ff, 03, 00, fe, ff, ff, ff, fe, ff, fe, ff, 03, 00
  0084, 02, 00, 03, 00, fc, ff, fd, ff, 00, 00, 00, 00, fe, ff, 01, 00
  0085, fe, ff, 03, 00, 00, 00, 00, 00, 05, 00, ff, ff, 04, 00, fe, ff
  0086, ff, ff, fd, ff, fd, ff, 03, 00, ff, ff, 04, 00, ff, ff, 04, 00
  0087, 00, 00, fd, ff, 04, 00, 06, 00, fd, ff, 04, 00, fc, ff, 03, 00
  0088, fd, ff, fe, ff, 05, 00, fe, ff, 08, 00, fd, ff, fc, ff, 07, 00
  0089, 01, 00, ff, ff, 00, 00, ff, ff, 00, 00, 00, 00, fc, ff, 06, 00
  008a, ff, ff, ff, ff, 03, 00, 00, 00, 03, 00, 01, 00, fe, ff, fd, ff
  008b, ff, ff, 02, 00, fa, ff, ff, ff, fe, ff, fc, ff, 01, 00, 01, 00
  008c, 01, 00, 00, 00, 03, 00, fd, ff, fd, ff, 03, 00, 01, 00, 03, 00
  008d, ff, ff, fd, ff, 01, 00, 03, 00, 00, 00, 05, 00, fd, ff, 04, 00
  008e, 01, 00, 03, 00, 02, 00, 02, 00, 07, 00, 01, 00, 00, 00, 00, 00
  008f, 01, 00, 04, 00, fe, ff, 01, 00, 05, 00, 04, 00, 05, 00, 04, 00
  0090, 00, 00, 04, 00, fd, ff, 08, 00, fe, ff, 00, 00, 00, 00, 02, 00
  0091, 01, 00, 00, 00, 00, 00, 03, 00, fe, ff, 00, 00, 00, 00, fe, ff
  0092, ff, ff, 04, 00, 00, 00, 04, 00, fe, ff, 08, 00, fd, ff, 08, 00
  0093, 00, 00, 01, 00, 02, 00, fc, ff, 03, 00, 01, 00, 02, 00, ff, ff
  0094, 01, 00, 02, 00, 03, 00, 02, 00, ff, ff, 01, 00, 07, 00, fe, ff
  0095, 05, 00, 02, 00, fe, ff, 01, 00, 01, 00, 02, 00, 00, 00, fb, ff
  0096, 02, 00, fd, ff, fc, ff, 01, 00, 02, 00, 00, 00, ff, ff, 00, 00
  0097, 00, 00, fd, ff, 04, 00, 00, 00, 00, 00, 03, 00, 00, 00, 06, 00
  0098, fc, ff, 01, 00, ff, ff, 01, 00, 00, 00, ff, ff, 03, 00, fe, ff
  0099, ff, ff, 05, 00, fc, ff, 06, 00, 01, 00, 01, 00, 00, 00, fd, ff
  009a, 02, 00, 02, 00, ff, ff, 03, 00, 00, 00, 01, 00, 01, 00, fa, ff
  009b, 02, 00, 00, 00, 06, 00, fe, ff, fe, ff, ff, ff, fe, ff, 02, 00
  009c, 00, 00, 01, 00, 04, 00, fa, ff, 01, 00, 03, 00, 00, 00, 04, 00
  009d, fe, ff, 04, 00, fd, ff, ff, ff, 00, 00, fd, ff, fd, ff, 02, 00
  009e, 01, 00, 08, 00, fe, ff, fd, ff, 00, 00, 00, 00, 01, 00, 01, 00
  009f, 03, 00, 04, 00, ff, ff, 04, 00, fd, ff, 01, 00, 07, 00, 00, 00
  00a0, 06, 00, 02, 00, 00, 00, 02, 00, 00, 00, 03, 00, fe, ff, 06, 00
  00a1, 01, 00, fe, ff, 02, 00, 01, 00, 01, 00, 00, 00, ff, ff, 04, 00
  00a2, 00, 00, 01, 00, 02, 00, fe, ff, 05, 00, 00, 00, 04, 00, ff, ff
  00a3, 00, 00, 00, 00, 01, 00, 01, 00, 06, 00, fe, ff, 03, 00, 02, 00
  00a4, 02, 00, fd, ff, ff, ff, 03, 00, ff, ff, 00, 00, 00, 00, fd, ff
  00a5, 04, 00, 01, 00, 02, 00, fe, ff, fe, ff, 00, 00, fe, ff, 03, 00
  00a6, 03, 00, fe, ff, 04, 00, fe, ff, fa, ff, 03, 00, ff, ff, 00, 00
  00a7, 02, 00, fc, ff, ff, ff, 02, 00, 03, 00, 00, 00, 02, 00, ff, ff
  00a8, fa, ff, 02, 00, fc, ff, 04, 00, 03, 00, fe, ff, 00, 00, f9, ff
  00a9, 04, 00, 00, 00, 00, 00, 05, 00, 81, 25, 00, c0, 1b, fb, ff, 03
  00aa, 00, ff, ff, 02, 00, 02, 00, ff, ff, fc, ff, 00, 00, f8, ff, 02
  00ab, 00, fe, ff, fd, ff, fa, ff, ff, ff, 01, 00, fc, ff, ff, ff, 01
  00ac, 00, fe, ff, 02, 00, fe, ff, 00, 00, 01, 00, fe, ff, 00, 00, fc
  00ad, ff, 01, 00, 05, 00, fc, ff, 04, 00, ff, ff, fd, ff, 01, 00, fd
  00ae, ff, ff, ff, fc, ff, 00, 00, 03, 00, fd, ff, 03, 00, fd, ff, 00
  00af, 00, 00, 00, fb, ff, 00, 00, fd, ff, 02, 00, 00, 00, ff, ff, 00
  00b0, 00, ff, ff, fd, ff, 03, 00, fb, ff, 03, 00, fb, ff, 03, 00, 03
  00b1, 00, ff, ff, 04, 00, fc, ff, fb, ff, 04, 00, ff, ff, 01, 00, 01
  00b2, 00, 00, 00, ff, ff, fe, ff, fe, ff, fb, ff, 02, 00, 02, 00, ff
  00b3, ff, 02, 00, 03, 00, 04, 00, 02, 00, 03, 00, 04, 00, ff, ff, 04
  00b4, 00, 01, 00, 00, 00, 05, 00, 00, 00, 00, 00, 00, 00, ff, ff, 00
  00b5, 00, 00, 00, fe, ff, 01, 00, fd, ff, 04, 00, 00, 00, 03, 00, ff
  00b6, ff, ff, ff, 03, 00, fb, ff, 02, 00, 02, 00, ff, ff, 06, 00, fb
  00b7, ff, 00, 00, 04, 00, 00, 00, 02, 00, ff, ff, 07, 00, fd, ff, 04
  00b8, 00, 02, 00, ff, ff, 02, 00, 04, 00, 01, 00, 02, 00, fe, ff, 01
  00b9, 00, 00, 00, fd, ff, 01, 00, 02, 00, 06, 00, ff, ff, 00, 00, 00
  00ba, 00, 01, 00, 04, 00, 00, 00, 01, 00, ff, ff, ff, ff, 00, 00, 00
  00bb, 00, fe, ff, 05, 00, ff, ff, ff, ff, ff, ff, 01, 00, 07, 00, fe
  00bc, ff, 02, 00, 03, 00, ff, ff, 04, 00, fc, ff, fe, ff, ff, ff, fc
  00bd, ff, 01, 00, 00, 00, 06, 00, 01, 00, fd, ff, 07, 00, fe, ff, ff
  00be, ff, 03, 00, fc, ff, 00, 00, 00, 00, 02, 00, 04, 00, 02, 00, fd
  00bf, ff, ff, ff, 06, 00, ff, ff, 01, 00, 00, 00, fc, ff, 00, 00, fe
  00c0, ff, fe, ff, 07, 00, 04, 00, fe, ff, 04, 00, 04, 00, 03, 00, fc
  00c1, ff, 02, 00, 01, 00, 00, 00, 03, 00, 01, 00, 02, 00, fe, ff, 00
  00c2, 00, 00, 00, fe, ff, ff, ff, ff, ff, ff, ff, fc, ff, fe, ff, 05
  00c3, 00, ff, ff, fe, ff, 03, 00, f8, ff, 02, 00, 00, 00, 01, 00, 00
  00c4, 00, fb, ff, 02, 00, 04, 00, ff, ff, 01, 00, ff, ff, 09, 00, fc
  00c5, ff, 00, 00, 05, 00, fb, ff, 04, 00, 02, 00, 00, 00, 00, 00, fe
  00c6, ff, fa, ff, ff, ff, fe, ff, 02, 00, fd, ff, fd, ff, ff, ff, ff
  00c7, ff, 07, 00, fc, ff, 02, 00, ff, ff, 00, 00, 04, 00, ff, ff, 00
  00c8, 00, 00, 00, fe, ff, 03, 00, 04, 00, 00, 00, fb, ff, 02, 00, 00
  00c9, 00, 01, 00, 02, 00, 07, 00, fd, ff, 01, 00, fc, ff, 01, 00, 00
  00ca, 00, fd, ff, 04, 00, 02, 00, 04, 00, fe, ff, 05, 00, fd, ff, ff
  00cb, ff, fe, ff, 04, 00, fe, ff, 03, 00, 00, 00, 03, 00, fe, ff, 06
  00cc, 00, 05, 00, fb, ff, 08, 00, 03, 00, 02, 00, 04, 00, fd, ff, 00
  00cd, 00, 00, 00, 00, 00, 01, 00, 03, 00, 00, 00, 04, 00, 00, 00, 02
  00ce, 00, ff, ff, ff, ff, 04, 00, 02, 00, 05, 00, fe, ff, 00, 00, 04
  00cf, 00, 00, 00, ff, ff, 00, 00, fd, ff, 07, 00, fe, ff, ff, ff, 00
  00d0, 00, 03, 00, 01, 00, ff, ff, 00, 00, fd, ff, 01, 00, 03, 00, 00
  00d1, 00, ff, ff, 00, 00, fb, ff, 00, 00, fe, ff, 08, 00, f9, ff, 04
  00d2, 00, 01, 00, 01, 00, fe, ff, fd, ff, 00, 00, 02, 00, fe, ff, 01
  00d3, 00, fb, ff, 05, 00, fe, ff, fc, ff, 05, 00, fd, ff, 02, 00, fe
  00d4, ff, 01, 00, 06, 00, 00, 00, fe, ff, fe, ff, 02, 00, 01, 00, ff
  00d5, ff, fd, ff, 01, 00, fe, ff, 02, 00, ff, ff, 04, 00, ff, ff, fb
  00d6, ff, fe, ff, 01, 00, 01, 00, 02, 00, 02, 00, 01, 00, fe, ff, fc
  00d7, ff, 02, 00, fc, ff, 02, 00, 00, 00, 05, 00, ff, ff, fd, ff, fd
  00d8, ff, fb, ff, fe, ff, fe, ff, fd, ff, 03, 00, fe, ff, fe, ff, 02
  00d9, 00, fd, ff, 00, 00, fc, ff, 00, 00, fd, ff, ff, ff, 03, 00, fb
  00da, ff, fe, ff, 07, 00, 02, 00, 02, 00, fa, ff, ff, ff, ff, ff, 00
  00db, 00, 05, 00, fe, ff, 00, 00, 00, 00, 00, 00, fe, ff, fc, ff, 01
  00dc, 00, 00, 00, ff, ff, 06, 00, f9, ff, 02, 00, fa, ff, fe, ff, ff
  00dd, ff, 00, 00, 02, 00, 00, 00, ff, ff, 01, 00, fe, ff, fe, ff, ff
  00de, ff, 00, 00, fe, ff, fd, ff, 01, 00, fe, ff, fd, ff, 04, 00, ff
  00df, ff, 00, 00, 04, 00, fe, ff, ff, ff, fe, ff, 01, 00, fe, ff, 01
  00e0, 00, 01, 00, fd, ff, 01, 00, ff, ff, fe, ff, 01, 00, 02, 00, 03
  00e1, 00, ff, ff, fe, ff, 71, 28, 00, c0, 1b, 00, 00, 01, 00, 02, 00
  00e2, 00, 00, ff, ff, 03, 00, fe, ff, fe, ff, f9, ff, 01, 00, 02, 00
  00e3, fb, ff, 04, 00, ff, ff, fd, ff, 03, 00, f9, ff, 00, 00, fc, ff
  00e4, 00, 00, 03, 00, 00, 00, 01, 00, ff, ff, fd, ff, 01, 00, 00, 00
  00e5, ff, ff, ff, ff, 02, 00, 02, 00, fb, ff, 05, 00, 00, 00, fd, ff
  00e6, 00, 00, fe, ff, ff, ff, 00, 00, fa, ff, 01, 00, fe, ff, 06, 00
  00e7, 00, 00, fe, ff, fd, ff, 00, 00, 02, 00, 04, 00, 00, 00, 01, 00
  00e8, ff, ff, fd, ff, 02, 00, ff, ff, 00, 00, 00, 00, 02, 00, 01, 00
  00e9, fe, ff, 05, 00, f8, ff, ff, ff, 08, 00, fd, ff, 01, 00, fe, ff
  00ea, 02, 00, ff, ff, fd, ff, 01, 00, fb, ff, 05, 00, 01, 00, 00, 00
  00eb, 07, 00, fc, ff, fe, ff, 03, 00, 00, 00, fe, ff, fd, ff, 04, 00
  00ec, 00, 00, fe, ff, 03, 00, ff, ff, 06, 00, fd, ff, 01, 00, 02, 00
  00ed, 00, 00, 01, 00, 04, 00, ff, ff, 04, 00, ff, ff, 00, 00, 03, 00
  00ee, fd, ff, 02, 00, 03, 00, 03, 00, 01, 00, fe, ff, 04, 00, fd, ff
  00ef, 02, 00, 04, 00, fc, ff, 03, 00, fc, ff, 03, 00, 03, 00, fd, ff
  00f0, 02, 00, 02, 00, 04, 00, 02, 00, 00, 00, 07, 00, fc, ff, ff, ff
  00f1, ff, ff, fe, ff, 00, 00, 02, 00, 04, 00, fa, ff, fe, ff, 02, 00
  00f2, f9, ff, 06, 00, ff, ff, 01, 00, 03, 00, fc, ff, fd, ff, 00, 00
  00f3, fd, ff, 04, 00, fc, ff, 01, 00, ff, ff, 00, 00, 04, 00, 00, 00
  00f4, 07, 00, fc, ff, 02, 00, 05, 00, fc, ff, ff, ff, 00, 00, ff, ff
  00f5, 06, 00, fe, ff, f9, ff, 04, 00, 00, 00, ff, ff, fe, ff, ff, ff
  00f6, 04, 00, 00, 00, 04, 00, 01, 00, 02, 00, ff, ff, fd, ff, 02, 00
  00f7, fe, ff, 02, 00, 02, 00, fd, ff, 01, 00, 01, 00, 06, 00, 03, 00
  00f8, 03, 00, 02, 00, ff, ff, 00, 00, 06, 00, fe, ff, 02, 00, 00, 00
  00f9, 01, 00, ff, ff, fe, ff, 03, 00, ff, ff, fe, ff, fe, ff, 01, 00
  00fa, 07, 00, ff, ff, 07, 00, 03, 00, fd, ff, 00, 00, 02, 00, ff, ff
  00fb, fe, ff, fe, ff, 01, 00, ff, ff, 05, 00, ff, ff, 00, 00, 05, 00
  00fc, ff, ff, fe, ff, 06, 00, 01, 00, 02, 00, fe, ff, ff, ff, 03, 00
  00fd, fe, ff, fd, ff, 00, 00, 00, 00, 03, 00, fe, ff, 01, 00, 00, 00
  00fe, 00, 00, 04, 00, fe, ff, 04, 00, fd, ff, 02, 00, 01, 00, 02, 00
  00ff, 02, 00, 01, 00, 04, 00, fe, ff, ff, ff, 07, 00, fb, ff, 07, 00
  0100, 02, 00, fd, ff, 00, 00, fe, ff, 05, 00, 02, 00, 03, 00, 05, 00
  0101, 01, 00, 02, 00, 05, 00, 02, 00, 02, 00, 03, 00, 03, 00, 03, 00
  0102, 00, 00, 04, 00, fe, ff, 05, 00, 03, 00, 01, 00, 05, 00, 00, 00
  0103, 03, 00, 01, 00, 02, 00, 03, 00, 01, 00, ff, ff, 01, 00, 00, 00
  0104, 03, 00, ff, ff, 01, 00, ff, ff, fb, ff, 00, 00, 04, 00, 03, 00
  0105, 01, 00, fe, ff, 03, 00, 02, 00, 00, 00, 03, 00, 00, 00, 04, 00
  0106, 03, 00, fd, ff, 05, 00, 02, 00, 03, 00, ff, ff, ff, ff, ff, ff
  0107, 00, 00, 05, 00, 00, 00, ff, ff, ff, ff, fe, ff, 03, 00, fc, ff
