accelometer ODR: 3200 Hz
total # of rows: 3129
 Row #, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, 14, 15, 16
  0025, fb, ff, 02, 00, 02, 00, 01, 00, 00, 00, ff, ff, 05, 00, 01, 00
  0026, f9, ff, 07, 00, fc, ff, 03, 00, 02, 00, fe, ff, 09, 00, fb, ff
  0027, 01, 00, 08, 00, ff, ff, 03, 00, 00, 00, 02, 00, fe, ff, 03, 00
  0028, 06, 00, fc, ff, 04, 00, ff, ff, ff, ff, fb, ff, fe, ff, fd, ff
  0029, fb, ff, 01, 00, fe, ff, f7, ff, fd, ff, fa, ff, f7, ff, 03, 00
  002a, fe, ff, f9, ff, fe, ff, fd, ff, fb, ff, fe, ff, 02, 00, f9, ff
  002b, 02, 00, 02, 00, f3, ff, 00, 00, 01, 00, f4, ff, 05, 00, fe, ff
  002c, f5, ff, 00, 00, 00, 00, f5, ff, ff, ff, ff, ff, f9, ff, ff, ff
  002d, 05, 00, f6, ff, 01, 00, 04, 00, f9, ff, 05, 00, ff, ff, fb, ff
  002e, 02, 00, 02, 00, ff, ff, fd, ff, 02, 00, ff, ff, fd, ff, 04, 00
  002f, fb, ff, 02, 00, 04, 00, 00, 00, 06, 00, 01, 00, 01, 00, 06, 00
  0030, 03, 00, 07, 00, fe, ff, 01, 00, 06, 00, 03, 00, 00, 00, 00, 00
  0031, 02, 00, 04, 00, fe, ff, 00, 00, fe, ff, 05, 00, 02, 00, fd, ff
  0032, 09, 00, ff, ff, 04, 00, 04, 00, 02, 00, 07, 00, fd, ff, 02, 00
  0033, 01, 00, 00, 00, 05, 00, 05, 00, 03, 00, fc, ff, 05, 00, 04, 00
  0034, ff, ff, 04, 00, 03, 00, fe, ff, 02, 00, fb, ff, 00, 00, 02, 00
  0035, fc, ff, 04, 00, 02, 00, fe, ff, 00, 00, 02, 00, ff, ff, f9, ff
  0036, 02, 00, f9, ff, fe, ff, 09, 00, f9, ff, 02, 00, 03, 00, fb, ff
  0037, 03, 00, 04, 00, fc, ff, fe, ff, 02, 00, fe, ff, fc, ff, 02, 00
  0038, fb, ff, fc, ff, 08, 00, f7, ff, 03, 00, 01, 00, fa, ff, ff, ff
  0039, 04, 00, fe, ff, 00, 00, 06, 00, 06, 00, fd, ff, 0b, 00, 91, 1f
  003a, 00, c0, 1b, 01, 00, ff, ff, 06, 00, 04, 00, 00, 00, 01, 00, 06
  003b, 00, ff, ff, fd, ff, 09, 00, ff, ff, 02, 00, 0b, 00, fb, ff, 09
  003c, 00, 08, 00, fe, ff, 05, 00, 01, 00, 01, 00, 02, 00, 07, 00, 03
  003d, 00, 06, 00, 06, 00, fe, ff, 02, 00, 0a, 00, ff, ff, 05, 00, 07
  003e, 00, fa, ff, 0c, 00, 02, 00, ff, ff, 02, 00, 00, 00, ff, ff, 01
  003f, 00, 08, 00, f8, ff, 04, 00, fe, ff, fa, ff, 04, 00, fd, ff, ff
  0040, ff, 06, 00, f8, ff, fe, ff, 00, 00, f7, ff, fa, ff, 07, 00, fa
  0041, ff, fe, ff, ff, ff, fc, ff, fa, ff, 01, 00, fc, ff, f9, ff, 07
  0042, 00, f9, ff, fb, ff, 06, 00, fb, ff, f8, ff, 00, 00, 03, 00, fc
  0043, ff, 02, 00, 03, 00, f8, ff, 05, 00, 04, 00, fb, ff, 0a, 00, 03
  0044, 00, fb, ff, 08, 00, 07, 00, 00, 00, 01, 00, 0d, 00, fe, ff, 01
  0045, 00, 10, 00, fd, ff, 04, 00, 0f, 00, fe, ff, 05, 00, 0c, 00, 03
  0046, 00, ff, ff, 0a, 00, 04, 00, 01, 00, 0e, 00, 06, 00, ff, ff, 0c
  0047, 00, 06, 00, 00, 00, 0b, 00, 02, 00, 00, 00, 0c, 00, 04, 00, fe
  0048, ff, 06, 00, 04, 00, fc, ff, 0b, 00, 08, 00, fb, ff, fe, ff, 06
  0049, 00, fd, ff, 04, 00, 0a, 00, fe, ff, fc, ff, 06, 00, 00, 00, f9
  004a, ff, 06, 00, fd, ff, fc, ff, 03, 00, fe, ff, fc, ff, ff, ff, ff
  004b, ff, 02, 00, 00, 00, 01, 00, fd, ff, f9, ff, 04, 00, fd, ff, fd
  004c, ff, fc, ff, 04, 00, fe, ff, fe, ff, ff, ff, fe, ff, 01, 00, 05
  004d, 00, fd, ff, 04, 00, 04, 00, ff, ff, 00, 00, 04, 00, 02, 00, fd
  004e, ff, 0c, 00, 00, 00, fb, ff, 11, 00, 00, 00, fd, ff, 10, 00, 02
  004f, 00, fc, ff, 0c, 00, 06, 00, fb, ff, 06, 00, 0e, 00, fa, ff, 0a
  0050, 00, 0d, 00, fa, ff, 08, 00, 03, 00, fa, ff, 06, 00, 0c, 00, f9
  0051, ff, 03, 00, 06, 00, fd, ff, 00, 00, 02, 00, f9, ff, 04, 00, 02
  0052, 00, f8, ff, 02, 00, fc, ff, f9, ff, 00, 00, fb, ff, 00, 00, fd
  0053, ff, f8, ff, fc, ff, fa, ff, 01, 00, ff, ff, fe, ff, f7, ff, 02
  0054, 00, 04, 00, f9, ff, ff, ff, ff, ff, f7, ff, 00, 00, fd, ff, f8
  0055, ff, fb, ff, fe, ff, fb, ff, 04, 00, 04, 00, f8, ff, 01, 00, 04
  0056, 00, f8, ff, 00, 00, 00, 00, fb, ff, fd, ff, 03, 00, fb, ff, fd
  0057, ff, 02, 00, 06, 00, fb, ff, 0e, 00, 01, 00, fe, ff, 0a, 00, 00
  0058, 00, fa, ff, 0e, 00, fe, ff, fb, ff, 07, 00, 08, 00, fa, ff, 04
  0059, 00, 07, 00, fc, ff, 06, 00, 04, 00, fb, ff, 07, 00, 00, 00, fd
  005a, ff, 02, 00, 03, 00, fe, ff, f7, ff, 05, 00, fc, ff, fb, ff, 08
  005b, 00, fa, ff, ff, ff, 03, 00, fa, ff, fb, ff, 00, 00, f7, ff, f8
  005c, ff, ff, ff, fc, ff, f5, ff, 00, 00, fb, ff, f5, ff, ff, ff, 01
  005d, 00, f5, ff, 00, 00, fc, ff, f4, ff, fe, ff, 02, 00, f6, ff, ff
  005e, ff, 01, 00, f6, ff, 02, 00, fb, ff, f6, ff, 02, 00, fc, ff, fb
  005f, ff, 02, 00, fd, ff, fe, ff, fe, ff, 02, 00, fd, ff, fe, ff, 04
  0060, 00, fe, ff, 03, 00, 01, 00, 03, 00, 01, 00, 00, 00, ff, ff, 02
  0061, 00, ff, ff, 08, 00, 01, 00, ff, ff, 00, 00, 04, 00, fe, ff, 04
  0062, 00, ff, ff, 02, 00, 03, 00, 03, 00, f8, ff, ff, ff, 00, 00, fa
  0063, ff, fd, ff, 00, 00, 00, 00, fd, ff, fd, ff, 01, 00, fd, ff, 00
  0064, 00, 00, 00, f4, ff, 02, 00, ff, ff, f9, ff, 03, 00, fe, ff, f6
  0065, ff, fe, ff, fd, ff, f9, ff, fe, ff, 02, 00, f0, ff, 01, 00, ff
  0066, ff, f5, ff, 03, 00, 00, 00, f8, ff, 05, 00, 01, 00, f2, ff, 03
  0067, 00, 02, 00, f4, ff, 03, 00, 04, 00, f5, ff, fe, ff, 01, 00, f6
  0068, ff, 03, 00, ff, ff, 01, 00, fe, ff, 01, 00, fd, ff, fe, ff, 01
  0069, 00, fc, ff, fb, ff, 06, 00, fc, ff, 05, 00, 01, 00, fc, ff, 03
  006a, 00, fe, ff, 00, 00, 02, 00, 04, 00, 04, 00, fb, ff, 02, 00, 03
  006b, 00, fe, ff, 08, 00, 00, 00, 04, 00, ff, ff, 00, 00, 05, 00, ff
  006c, ff, 03, 00, 03, 00, 04, 00, 04, 00, 03, 00, 02, 00, 00, 00, ff
  006d, ff, 08, 00, fd, ff, 05, 00, 02, 00, fe, ff, 00, 00, 03, 00, fd
  006e, ff, 05, 00, 06, 00, 00, 00, 00, 00, 03, 00, 03, 00, fd, ff, 07
  006f, 00, fc, ff, 05, 00, 04, 00, fd, ff, 03, 00, 01, 00, 00, 00, fd
  0070, ff, 06, 00, fd, ff, fd, ff, 08, 00, fb, ff, ff, ff, 08, 00, f7
  0071, ff, 02, 00, 06, 00, fb, ff, 02, 00, 02, 00, 91, 22, 00, c0, 1b
  0072, fb, ff, fd, ff, 03, 00, ff, ff, fd, ff, 03, 00, fc, ff, fc, ff
  0073, 05, 00, f7, ff, 05, 00, 03, 00, f6, ff, 08, 00, 00, 00, fa, ff
  0074, fe, ff, 03, 00, 00, 00, fd, ff, 06, 00, 01, 00, 02, 00, 04, 00
  0075, 00, 00, 02, 00, 0b, 00, 03, 00, 03, 00, 02, 00, 09, 00, 01, 00
  0076, 04, 00, 07, 00, 02, 00, 03, 00, 04, 00, 01, 00, 05, 00, 07, 00
  0077, ff, ff, 08, 00, 04, 00, 08, 00, 04, 00, 0a, 00, fe, ff, 03, 00
  0078, 08, 00, fd, ff, 03, 00, 06, 00, ff, ff, 06, 00, 02, 00, 00, 00
  0079, 02, 00, 03, 00, fd, ff, 03, 00, 03, 00, fa, ff, 04, 00, 00, 00
  007a, f7, ff, 07, 00, f7, ff, 01, 00, 06, 00, f9, ff, ff, ff, 05, 00
  007b, f9, ff, ff, ff, 06, 00, f7, ff, fa, ff, 04, 00, 00, 00, f2, ff
  007c, 06, 00, 00, 00, f7, ff, 09, 00, f8, ff, fb, ff, 06, 00, fc, ff
  007d, fd, ff, 05, 00, 04, 00, fe, ff, 05, 00, 02, 00, 00, 00, 05, 00
  007e, 04, 00, fc, ff, 0c, 00, 06, 00, ff, ff, 07, 00, 07, 00, f7, ff
  007f, 05, 00, 10, 00, 03, 00, 03, 00, 10, 00, f9, ff, 05, 00, 11, 00
  0080, 01, 00, 01, 00, 0a, 00, 01, 00, 03, 00, 0c, 00, 05, 00, 01, 00
  0081, 0b, 00, 01, 00, ff, ff, 09, 00, 03, 00, 00, 00, 09, 00, 05, 00
  0082, 01, 00, 0a, 00, 01, 00, 02, 00, 07, 00, 07, 00, f7, ff, 09, 00
  0083, 07, 00, fd, ff, 04, 00, 05, 00, 01, 00, 02, 00, 07, 00, ff, ff
  0084, fd, ff, 08, 00, 01, 00, fd, ff, 07, 00, fd, ff, fe, ff, 00, 00
  0085, 03, 00, 00, 00, 01, 00, fd, ff, fd, ff, ff, ff, 01, 00, fe, ff
  0086, fa, ff, fc, ff, 03, 00, fe, ff, ff, ff, 02, 00, ff, ff, 04, 00
  0087, 03, 00, fb, ff, ff, ff, 04, 00, fd, ff, 06, 00, fe, ff, ff, ff
  0088, ff, ff, 02, 00, 02, 00, ff, ff, 0c, 00, 02, 00, 01, 00, 09, 00
  0089, 06, 00, fb, ff, 0e, 00, 05, 00, fd, ff, 0d, 00, 09, 00, fe, ff
  008a, 08, 00, 0b, 00, ff, ff, 0f, 00, 09, 00, fe, ff, 0a, 00, 09, 00
  008b, fb, ff, 06, 00, 08, 00, f7, ff, fc, ff, 09, 00, f7, ff, fd, ff
  008c, 0c, 00, f7, ff, 06, 00, 04, 00, fb, ff, fb, ff, 01, 00, f8, ff
  008d, 02, 00, 00, 00, ff, ff, fb, ff, fc, ff, 01, 00, f8, ff, 00, 00
  008e, fb, ff, fc, ff, f8, ff, fe, ff, ff, ff, ff, ff, ff, ff, fa, ff
  008f, fa, ff, ff, ff, ff, ff, fb, ff, 00, 00, 00, 00, f7, ff, 00, 00
  0090, 04, 00, fb, ff, fb, ff, 04, 00, f4, ff, 02, 00, 08, 00, fb, ff
  0091, 00, 00, 08, 00, fa, ff, fa, ff, 06, 00, fe, ff, 02, 00, 02, 00
  0092, 03, 00, fb, ff, 07, 00, fb, ff, fa, ff, 07, 00, 02, 00, 00, 00
  0093, 09, 00, 03, 00, f9, ff, 05, 00, 08, 00, f6, ff, 06, 00, 06, 00
  0094, fd, ff, 06, 00, 04, 00, f6, ff, 04, 00, fe, ff, ff, ff, fd, ff
  0095, 01, 00, f9, ff, f7, ff, 07, 00, fb, ff, fc, ff, ff, ff, fe, ff
  0096, f7, ff, 02, 00, fb, ff, f6, ff, ff, ff, fd, ff, f9, ff, 05, 00
  0097, ff, ff, f3, ff, 00, 00, 00, 00, f1, ff, 01, 00, fd, ff, fb, ff
  0098, fb, ff, 02, 00, f8, ff, fb, ff, 00, 00, f9, ff, 00, 00, 00, 00
  0099, fb, ff, 07, 00, fe, ff, 00, 00, fb, ff, ff, ff, 00, 00, fa, ff
  009a, ff, ff, ff, ff, 02, 00, 02, 00, ff, ff, fd, ff, 00, 00, 04, 00
  009b, 02, 00, ff, ff, 05, 00, 03, 00, fd, ff, 07, 00, fe, ff, 02, 00
  009c, 07, 00, 00, 00, 03, 00, 04, 00, 02, 00, 02, 00, 06, 00, fd, ff
  009d, fe, ff, 0a, 00, fa, ff, fb, ff, ff, ff, ff, ff, 01, 00, 05, 00
  009e, fd, ff, 00, 00, f7, ff, 02, 00, fe, ff, fc, ff, 03, 00, 03, 00
  009f, f7, ff, 02, 00, 03, 00, fc, ff, 02, 00, 04, 00, f7, ff, ff, ff
  00a0, 06, 00, f5, ff, 00, 00, 00, 00, f6, ff, 05, 00, 02, 00, fa, ff
  00a1, 05, 00, 02, 00, f4, ff, 04, 00, fe, ff, f9, ff, 04, 00, 08, 00
  00a2, fa, ff, 00, 00, 06, 00, f3, ff, 05, 00, 04, 00, fc, ff, 00, 00
  00a3, 05, 00, fe, ff, 01, 00, ff, ff, 00, 00, 01, 00, 04, 00, fc, ff
  00a4, 02, 00, 01, 00, fe, ff, 06, 00, 05, 00, 03, 00, 02, 00, 03, 00
  00a5, 02, 00, 00, 00, 00, 00, ff, ff, 01, 00, 02, 00, fe, ff, 01, 00
  00a6, fe, ff, 00, 00, 04, 00, 01, 00, 00, 00, 04, 00, fe, ff, 06, 00
  00a7, ff, ff, fe, ff, fd, ff, 00, 00, 05, 00, fc, ff, 04, 00, 01, 00
  00a8, f9, ff, 03, 00, 02, 00, fc, ff, 02, 00, ff, ff, 03, 00, ff, ff
  00a9, 05, 00, ff, ff, 04, 00, 04, 00, 81, 25, 00, c0, 1b, fe, ff, ff
  00aa, ff, 06, 00, ff, ff, 00, 00, 05, 00, ff, ff, 01, 00, 00, 00, fa
  00ab, ff, 02, 00, 02, 00, 02, 00, fd, ff, 05, 00, f6, ff, 03, 00, 03
  00ac, 00, f9, ff, 03, 00, 01, 00, 00, 00, fe, ff, 06, 00, fc, ff, 00
  00ad, 00, 06, 00, 02, 00, 00, 00, 07, 00, fb, ff, fd, ff, 05, 00, fa
  00ae, ff, 05, 00, 02, 00, fe, ff, 04, 00, 01, 00, fd, ff, 04, 00, 01
  00af, 00, fb, ff, 00, 00, 06, 00, 00, 00, 03, 00, 03, 00, 00, 00, 04
  00b0, 00, 02, 00, 08, 00, 02, 00, 03, 00, 08, 00, ff, ff, 04, 00, 09
  00b1, 00, ff, ff, 05, 00, 06, 00, ff, ff, 02, 00, 04, 00, 05, 00, 06
  00b2, 00, 06, 00, fa, ff, 03, 00, 05, 00, 01, 00, 05, 00, 04, 00, 00
  00b3, 00, 06, 00, 02, 00, fd, ff, 03, 00, 03, 00, ff, ff, 01, 00, 03
  00b4, 00, f8, ff, 07, 00, 03, 00, fa, ff, 06, 00, 00, 00, f8, ff, 07
  00b5, 00, f6, ff, ff, ff, 05, 00, f2, ff, fa, ff, 06, 00, fd, ff, fb
  00b6, ff, 05, 00, ff, ff, f7, ff, 03, 00, 02, 00, 00, 00, 04, 00, ff
  00b7, ff, fa, ff, 05, 00, fa, ff, fd, ff, 0a, 00, fa, ff, f5, ff, 07
  00b8, 00, 03, 00, fe, ff, 08, 00, 04, 00, f5, ff, 07, 00, 07, 00, fd
  00b9, ff, 07, 00, 0a, 00, fe, ff, 05, 00, 0f, 00, fb, ff, 03, 00, 15
  00ba, 00, fa, ff, 05, 00, 0c, 00, fb, ff, 01, 00, 0c, 00, 02, 00, 00
  00bb, 00, 08, 00, 04, 00, 02, 00, 08, 00, 01, 00, ff, ff, 09, 00, 02
  00bc, 00, 03, 00, 04, 00, 02, 00, 04, 00, 08, 00, 03, 00, ff, ff, 04
  00bd, 00, 05, 00, fe, ff, 05, 00, 00, 00, fe, ff, 05, 00, 01, 00, 00
  00be, 00, 02, 00, 00, 00, 00, 00, 00, 00, 03, 00, 02, 00, fc, ff, 07
  00bf, 00, ff, ff, 00, 00, 05, 00, 01, 00, fd, ff, fd, ff, fe, ff, fe
  00c0, ff, 00, 00, 04, 00, fd, ff, ff, ff, 03, 00, fc, ff, 04, 00, ff
  00c1, ff, 02, 00, 00, 00, 00, 00, 02, 00, f8, ff, ff, ff, 09, 00, ff
  00c2, ff, 04, 00, 06, 00, 00, 00, 03, 00, 07, 00, 04, 00, 02, 00, 12
  00c3, 00, 02, 00, 00, 00, 0e, 00, 00, 00, fd, ff, 0e, 00, 07, 00, fc
  00c4, ff, 0c, 00, 05, 00, fb, ff, 0b, 00, 0c, 00, fa, ff, 0b, 00, 09
  00c5, 00, fc, ff, 0b, 00, 08, 00, f9, ff, 09, 00, 0a, 00, fe, ff, 04
  00c6, 00, 06, 00, fc, ff, 05, 00, 08, 00, fc, ff, 03, 00, 05, 00, f7
  00c7, ff, 06, 00, 03, 00, fb, ff, 07, 00, 01, 00, 04, 00, fd, ff, ff
  00c8, ff, fd, ff, f7, ff, 04, 00, 00, 00, fd, ff, f9, ff, fc, ff, ff
  00c9, ff, fa, ff, fd, ff, fb, ff, fd, ff, ff, ff, fe, ff, f7, ff, 03
  00ca, 00, fa, ff, fe, ff, fb, ff, 06, 00, fb, ff, fd, ff, 05, 00, f9
  00cb, ff, 01, 00, 07, 00, f8, ff, fc, ff, 03, 00, fb, ff, 00, 00, 05
  00cc, 00, 00, 00, fb, ff, 09, 00, fe, ff, fa, ff, 0b, 00, 00, 00, fa
  00cd, ff, 09, 00, 02, 00, fd, ff, 0a, 00, 06, 00, fa, ff, 07, 00, 08
  00ce, 00, f7, ff, 07, 00, 03, 00, f7, ff, 05, 00, 08, 00, f9, ff, fe
  00cf, ff, 04, 00, fc, ff, fa, ff, 09, 00, fc, ff, fe, ff, 05, 00, fa
  00d0, ff, fe, ff, ff, ff, f7, ff, fa, ff, 01, 00, fc, ff, f9, ff, fb
  00d1, ff, fd, ff, f5, ff, fd, ff, f6, ff, f1, ff, 03, 00, fa, ff, f2
  00d2, ff, 04, 00, fb, ff, f4, ff, 01, 00, fb, ff, f6, ff, 01, 00, ff
  00d3, ff, f6, ff, fe, ff, fc, ff, f3, ff, 04, 00, 00, 00, fe, ff, 02
  00d4, 00, f7, ff, ff, ff, fb, ff, fb, ff, fa, ff, f9, ff, fa, ff, fb
  00d5, ff, 01, 00, fb, ff, ff, ff, ff, ff, fd, ff, 06, 00, ff, ff, fb
  00d6, ff, 04, 00, 00, 00, fd, ff, 07, 00, fb, ff, 02, 00, fd, ff, 03
  00d7, 00, fd, ff, ff, ff, ff, ff, fa, ff, 08, 00, 03, 00, f9, ff, 02
  00d8, 00, f9, ff, f9, ff, ff, ff, ff, ff, 00, 00, fa, ff, ff, ff, ff
  00d9, ff, f4, ff, 07, 00, fc, ff, fa, ff, ff, ff, fb, ff, f5, ff, 00
  00da, 00, fc, ff, f9, ff, 00, 00, 01, 00, f2, ff, 00, 00, fc, ff, f8
  00db, ff, 02, 00, ff, ff, f4, ff, 03, 00, ff, ff, f0, ff, ff, ff, 02
  00dc, 00, f4, ff, 01, 00, 04, 00, f7, ff, 03, 00, ff, ff, f7, ff, 01
  00dd, 00, 00, 00, f8, ff, 01, 00, 01, 00, f9, ff, fe, ff, fd, ff, fd
  00de, ff, ff, ff, 01, 00, fa, ff, ff, ff, 02, 00, 00, 00, 02, 00, 02
  00df, 00, 03, 00, 01, 00, 01, 00, 04, 00, fe, ff, 03, 00, 00, 00, fb
  00e0, ff, 06, 00, 04, 00, 01, 00, 00, 00, fc, ff, 05, 00, 00, 00, 04
  00e1, 00, 02, 00, ff, ff, 81, 28, 00, c0, 1b, 00, 00, 01, 00, 00, 00
  00e2, 00, 00, fe, ff, 06, 00, fc, ff, fe, ff, fe, ff, f6, ff, 06, 00
  00e3, 02, 00, fc, ff, 00, 00, 01, 00, fb, ff, fb, ff, 03, 00, fa, ff
  00e4, 00, 00, 06, 00, fe, ff, fb, ff, ff, ff, f8, ff, 03, 00, 02, 00
  00e5, ff, ff, 03, 00, 01, 00, fd, ff, 00, 00, 04, 00, fc, ff, 00, 00
  00e6, 03, 00, f6, ff, 01, 00, 02, 00, f9, ff, 05, 00, 01, 00, fe, ff
  00e7, 03, 00, 05, 00, ff, ff, fd, ff, 07, 00, fc, ff, fe, ff, 09, 00
  00e8, fb, ff, 02, 00, 02, 00, fb, ff, 05, 00, 00, 00, fc, ff, 04, 00
  00e9, 02, 00, fd, ff, 02, 00, 02, 00, fd, ff, 05, 00, 06, 00, 05, 00
  00ea, 03, 00, 07, 00, fd, ff, 00, 00, 00, 00, 0a, 00, 03, 00, 07, 00
  00eb, 08, 00, 06, 00, 00, 00, 08, 00, 03, 00, 04, 00, 03, 00, 03, 00
  00ec, 03, 00, 04, 00, 00, 00, 03, 00, 05, 00, 03, 00, 02, 00, 02, 00
  00ed, 02, 00, 00, 00, 08, 00, fd, ff, 06, 00, 04, 00, 03, 00, 01, 00
  00ee, fe, ff, fc, ff, 00, 00, 03, 00, 03, 00, 03, 00, 06, 00, fa, ff
  00ef, 02, 00, ff, ff, f8, ff, 04, 00, f9, ff, 03, 00, 01, 00, f8, ff
  00f0, 00, 00, 07, 00, fb, ff, f9, ff, 03, 00, fa, ff, f9, ff, 09, 00
  00f1, 00, 00, f8, ff, 04, 00, ff, ff, fb, ff, 05, 00, f9, ff, ff, ff
  00f2, 04, 00, 03, 00, fb, ff, 01, 00, 02, 00, f6, ff, 01, 00, 03, 00
  00f3, f9, ff, 08, 00, 03, 00, fa, ff, 0b, 00, 06, 00, ff, ff, 05, 00
  00f4, 09, 00, fe, ff, 00, 00, 0c, 00, fd, ff, 04, 00, 11, 00, fd, ff
  00f5, 08, 00, 09, 00, ff, ff, 08, 00, 08, 00, 02, 00, ff, ff, 0d, 00
  00f6, 02, 00, 03, 00, 06, 00, 06, 00, 02, 00, 0e, 00, ff, ff, ff, ff
  00f7, 04, 00, 05, 00, ff, ff, 09, 00, 04, 00, 03, 00, 0b, 00, 05, 00
  00f8, fc, ff, 06, 00, 02, 00, fe, ff, 04, 00, ff, ff, 02, 00, 02, 00
  00f9, 03, 00, fe, ff, 00, 00, 04, 00, 02, 00, fc, ff, 01, 00, fd, ff
  00fa, 00, 00, fe, ff, 02, 00, fe, ff, f8, ff, 05, 00, 00, 00, fd, ff
  00fb, fe, ff, ff, ff, 02, 00, fe, ff, 04, 00, fe, ff, 07, 00, 05, 00
  00fc, f9, ff, 01, 00, 07, 00, f9, ff, 05, 00, 06, 00, fc, ff, 00, 00
  00fd, 05, 00, 01, 00, 02, 00, 07, 00, fe, ff, fc, ff, 0b, 00, fd, ff
  00fe, 04, 00, 0f, 00, ff, ff, 01, 00, 0e, 00, 06, 00, fc, ff, 0c, 00
  00ff, 09, 00, fc, ff, 0c, 00, 0a, 00, ff, ff, 0c, 00, 05, 00, fa, ff
  0100, 07, 00, 0b, 00, ff, ff, 06, 00, 0b, 00, fd, ff, ff, ff, 09, 00
  0101, fb, ff, 04, 00, 05, 00, fa, ff, 07, 00, 00, 00, 02, 00, 03, 00
  0102, 03, 00, ff, ff, fe, ff, 05, 00, fb, ff, fb, ff, 07, 00, ff, ff
  0103, f7, ff, 03, 00, ff, ff, fc, ff, fb, ff, 01, 00, fd, ff, fb, ff
  0104, 02, 00, fd, ff, fa, ff, 02, 00, fd, ff, f9, ff, fd, ff, 03, 00
  0105, f7, ff, 01, 00, 02, 00, f8, ff, fd, ff, 02, 00, f7, ff, 01, 00
